name,nn,nnr,ir,lr,mvr,spline
logis_6,0.07920408472643993,0.4474333845640245,0.5219581351681659,0.6601100252516972,0.30341514712257245,0.5147954412137294
logis_60,0.2716644204459915,0.5125117954070737,0.6166154217187261,0.7183425414364641,0.6364773886464226,0.7578003160735869
logis_61,0.40349922189217846,0.5112953487104426,0.6068541226692009,0.7076377952755906,0.6368724713098763,0.7490946097061273
logis_62,0.3252174709330509,0.5072226319180666,0.6079881741618696,0.704468085106383,0.6097606964098778,0.7505690194822392
logis_63,0.4147148289662917,0.5119725077405924,0.6138452052998079,0.7360833333333334,0.6269826396219602,0.7383578356377218
logis_64,0.4055955435950885,0.5106252679526732,0.6160480765268257,0.7071428571428572,0.6355495480462355,0.7322750989385491
logis_65,0.4108077023092137,0.5085455900877487,0.6248579516903487,0.7014572864321609,0.6322499212048907,0.7491156019905547
logis_66,0.41362761708703244,0.5129291511565611,0.601912478751718,0.7713622291021672,0.632603289837947,0.751317212580104
logis_67,0.3787975107590792,0.5077524061896179,0.6118189014020405,0.7033450087565675,0.6448260965987926,0.7577403395197335
logis_68,0.36764185896207724,0.5081793280647562,0.6180417618967842,0.6995505617977529,0.638231887293967,0.7589170514874068
logis_69,0.3858411567246358,0.5033477550448402,0.6029674402872021,0.7076174496644296,0.6368541693172936,0.7344963766008583
logis_7,0.07898890857622444,0.4471898792464052,0.514497785868569,0.6601228764254131,0.32048527362441975,0.5208163604627718
logis_70,0.4145406593435443,0.512538855418514,0.6110455242405155,0.7104815864022663,0.633806508343046,0.761074858967697
logis_71,0.3871184738916163,0.5074384175953505,0.5784015502291804,0.7076534296028881,0.6257377017941721,0.7582837776177813
logis_72,0.3575487275154593,0.5108208325240098,0.6135995724950898,0.7091489361702128,0.635495756253786,0.752718243955715
logis_73,0.3047760577373172,0.5126002639530691,0.6241190423500169,0.7170810810810812,0.6711232766971963,0.7677863099153331
logis_74,0.21578199214743385,0.5080205097115129,0.6127294078006036,0.7334081632653061,0.6281314417908096,0.7442812450174476
logis_75,0.3760243804335742,0.5081661997421487,0.5990804374380185,0.7013227513227513,0.5635982883615283,0.762748104562984
logis_76,0.4113346628207068,0.5072694181123265,0.5906310880866258,0.6994029850746268,0.6265819995067843,0.73357772100904
logis_77,0.36569227134382093,0.5093479413281363,0.6011935678408741,0.7028854625550661,0.6251154636495367,0.7594273196362857
logis_78,0.326234906248778,0.5047489635787541,0.6088463894720046,0.6869387755102041,0.6352766250277717,0.7306435375329718
logis_79,0.41432638254607507,0.5095509059756685,0.606698494040161,0.7080281690140845,0.62554189067277,0.743822952100524
logis_8,0.07904018403732861,0.44790165369127416,0.5276633766237075,0.6601370611227747,0.3313122093336428,0.5224482338904104
logis_80,0.41150040635207785,0.5041297143212025,0.605989193562297,0.7041964285714286,0.6188242920889038,0.7101841562848672
logis_81,0.4142647247521684,0.5067415654602305,0.6102616952206812,0.6991750503018109,0.6339744142036865,0.7432649700450777
logis_82,0.09105985825083139,0.5097122863674914,0.618823616703948,0.7157223264540338,0.631330862376122,0.7731905001123716
logis_83,0.23276106331702967,0.5097189817985215,0.6003580071534462,0.6958536585365854,0.6435249517352465,0.7527302267621272
logis_84,0.38060001380553576,0.5087818088624106,0.6117708453587161,0.7057026476578412,0.6437569545779049,0.7423944174760091
logis_85,0.35359088390034654,0.5103391640503143,0.622547491290209,0.7377915632754343,0.6609005138711921,0.7708200561955552
logis_86,0.4115276220598017,0.5115840360522605,0.6165236891816035,0.7230628272251309,0.6349594143966355,0.751768089857775
logis_87,0.3496259176505496,0.5102529912720378,0.6173315827514125,0.7253213367609255,0.6259057274500668,0.7507463355044247
logis_88,0.39780518052322855,0.5119309622110093,0.5778823298631122,0.7648767123287672,0.6423372750549563,0.7346791407541937
logis_89,0.4124574594458848,0.5040241249244823,0.6035544810233551,0.7083516483516484,0.6711475667915989,0.7124579530912258
logis_9,0.07892509409858751,0.4487183370272726,0.5213280817758312,0.6601902622318535,0.30115144346260797,0.5249583148747216
logis_90,0.09262504291147883,0.5106737357632609,0.621155514771095,0.710047393364929,0.6169940581735344,0.7675689650595956
logis_91,0.4123798393704906,0.5112065199376332,0.6140834909295612,0.7281081081081081,0.627585321038491,0.7513052469044164
logis_92,0.21598704665063823,0.511487864627309,0.6168747157187187,0.7085517241379311,0.6668400792567428,0.7567020989702923
logis_93,0.3865726405936034,0.5086001654014799,0.6127975270779409,0.7206521739130435,0.6270021131144716,0.7438719620118146
logis_94,0.39402550135823255,0.5117484091648196,0.6170287144467006,0.7240944881889764,0.6448935093148511,0.759708936030502
logis_95,0.41297084472393575,0.5126693391989638,0.6143688828363734,0.7173913043478262,0.6305501874221748,0.7249801870551782
logis_96,0.41319019322667794,0.5091576382849994,0.6168962858792156,0.7140393013100437,0.6296321050980891,0.7605917077155011
logis_97,0.1680462836553404,0.5092032969965121,0.6308606511901969,0.6990710382513662,0.642792047041707,0.754663912758299
